stn_id,month,status,http,code,rows,expected,elapsed_s,bytes,fetched_at,note
467530,2024-09,ok,200,200,720,720,0.75,1123334,2026-09-12T14:34:59,
467530,2024-10,ok,200,200,744,744,0.95,1160597,2026-09-12T14:35:01,
467530,2024-11,ok,200,200,720,720,0.83,1122619,2026-09-12T14:35:03,
467530,2024-12,ok,200,200,744,744,0.7,1159314,2026-09-12T14:35:05,
467530,2025-01,ok,200,200,744,744,0.97,1159362,2026-09-12T14:35:07,
467530,2025-02,ok,200,200,672,672,0.83,1047184,2026-09-12T14:35:09,
467530,2025-03,ok,200,200,744,744,0.86,1159933,2026-09-12T14:35:11,
467530,2025-04,ok,200,200,720,720,0.78,1122912,2026-09-12T14:35:13,
467530,2025-05,ok,200,200,744,744,1.05,1161372,2026-09-12T14:35:16,
467530,2025-06,ok,200,200,720,720,0.66,1124034,2026-09-12T14:35:18,
467530,2025-07,ok,200,200,744,744,0.64,1161819,2026-09-12T14:35:19,
467530,2025-08,ok,200,200,744,744,1.02,1161394,2026-09-12T14:35:22,
467530,2025-09,ok,200,200,720,720,0.91,1123591,2026-09-12T14:35:24,
467530,2025-10,ok,200,200,744,744,0.8,1160262,2026-09-12T14:35:26,
467530,2025-11,ok,200,200,720,720,0.52,1122757,2026-09-12T14:35:27,
467530,2025-12,ok,200,200,744,744,0.62,1158912,2026-09-12T14:35:29,
467530,2026-01,ok,200,200,744,744,0.95,1155234,2026-09-12T14:43:22,
467530,2026-02,ok,200,200,672,672,0.94,1045238,2026-09-12T14:43:24,
467530,2026-03,ok,200,200,744,744,1.05,1158588,2026-09-12T14:43:26,
467530,2026-04,ok,200,200,720,720,1.02,1122508,2026-09-12T14:43:29,
467530,2026-05,ok,200,200,744,744,0.88,1160454,2026-09-12T14:43:31,
467530,2026-06,ok,200,200,720,720,1.11,1123976,2026-09-12T14:43:33,
467530,2026-07,ok,200,200,744,744,0.76,1160814,2026-09-12T14:43:35,
