month,stn_id,n_hours,pres,slp,t_air,td_obs,rh,wind,wind_dir,gust,gust_dir,precip,precip_dur,sunshine,solar,vis_manual,vis_auto,uv,cloud_manual,cloud_sat,td_magnus,dpd,rain_3h,rain_6h,rh_stuck,sky_obscured,cloud_manual_eff
2021-05,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,,,,,1.0,1.0,1.0,1.0,1.0,,
2021-06,C0H9C0,720,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,,,,,1.0,1.0,1.0,1.0,1.0,,
2021-07,C0H9C0,744,0.98,,0.98,,0.98,0.98,0.98,0.992,0.992,0.987,,0.0,0.0,,,,,,0.98,0.98,0.966,0.945,1.0,,
2021-08,C0H9C0,744,0.972,,0.972,,0.972,0.972,0.972,0.999,0.999,0.98,,0.0,0.0,,,,,,0.972,0.972,0.945,0.892,1.0,,
2021-09,C0H9C0,720,0.976,,0.976,,0.976,0.976,0.976,0.996,0.996,0.981,,0.0,0.0,,,,,,0.976,0.976,0.953,0.912,1.0,,
2021-10,C0H9C0,744,0.987,,0.987,,0.987,0.987,0.987,1.0,1.0,0.987,,0.0,0.0,,,,,,0.987,0.987,0.96,0.919,1.0,,
2021-11,C0H9C0,720,0.982,,0.982,,0.982,0.982,0.982,1.0,1.0,0.986,,0.0,0.0,,,,,,0.982,0.982,0.961,0.924,1.0,,
2021-12,C0H9C0,744,0.984,,0.984,,0.984,0.984,0.984,0.999,0.999,0.987,,0.0,0.0,,,,,,0.984,0.984,0.96,0.919,1.0,,
2022-01,C0H9C0,744,0.942,,0.942,,0.942,0.942,0.942,0.991,0.991,0.97,,0.0,0.0,,,,,,0.942,0.942,0.934,0.888,1.0,,
2022-02,C0H9C0,672,0.966,,0.966,,0.966,0.966,0.966,0.997,0.997,0.987,,0.0,0.0,,,,,,0.966,0.966,0.963,0.927,1.0,,
2022-03,C0H9C0,744,0.977,,0.977,,0.977,0.977,0.977,1.0,1.0,0.983,,0.0,0.0,,,,,,0.977,0.977,0.948,0.902,1.0,,
2022-04,C0H9C0,720,0.972,,0.972,,0.972,0.972,0.972,1.0,1.0,0.962,,0.0,0.0,,,,,,0.972,0.972,0.888,0.785,1.0,,
2022-05,C0H9C0,744,0.962,,0.962,,0.962,0.962,0.962,1.0,1.0,0.983,,0.0,0.0,,,,,,0.962,0.962,0.948,0.895,1.0,,
2022-06,C0H9C0,720,0.968,,0.968,,0.968,0.968,0.968,1.0,1.0,0.978,,0.0,0.0,,,,,,0.968,0.968,0.942,0.896,1.0,,
2022-07,C0H9C0,744,0.98,,0.98,,0.98,0.98,0.98,1.0,1.0,0.987,,0.0,0.0,,,,,,0.98,0.98,0.96,0.923,1.0,,
2022-08,C0H9C0,744,0.966,,0.745,,0.745,0.966,0.966,1.0,1.0,0.976,,0.0,0.0,,,,,,0.745,0.745,0.927,0.859,1.0,,
2022-09,C0H9C0,720,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.972,,0.0,0.0,,,,,,1.0,1.0,0.918,0.85,1.0,,
2022-10,C0H9C0,744,0.858,,1.0,,1.0,1.0,1.0,1.0,1.0,0.985,,0.0,0.0,,,,,,1.0,1.0,0.956,0.911,1.0,,
2022-11,C0H9C0,720,0.879,,1.0,,1.0,1.0,1.0,1.0,1.0,0.974,,0.0,0.0,,,,,,1.0,1.0,0.924,0.851,1.0,,
2022-12,C0H9C0,744,0.53,,0.999,,0.999,0.999,0.999,1.0,1.0,0.948,,0.0,0.0,,,,,,0.999,0.999,0.859,0.734,1.0,,
2023-01,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.94,,0.0,0.0,,,,,,1.0,1.0,0.858,0.77,1.0,,
2023-02,C0H9C0,672,0.555,,1.0,,1.0,1.0,1.0,1.0,1.0,0.966,,0.0,0.0,,,,,,1.0,1.0,0.909,0.833,1.0,,
2023-03,C0H9C0,744,0.531,,1.0,,1.0,1.0,1.0,1.0,1.0,0.958,,0.0,0.0,,,,,,1.0,1.0,0.895,0.823,1.0,,
2023-04,C0H9C0,720,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.901,,0.0,0.0,,,,,,1.0,1.0,0.783,0.653,1.0,,
2023-05,C0H9C0,744,0.999,,0.999,,0.999,0.999,0.999,1.0,1.0,0.978,,0.0,0.0,,,,,,0.999,0.999,0.941,0.888,1.0,,
2023-06,C0H9C0,720,0.971,,0.946,,0.946,0.983,0.983,1.0,1.0,0.972,,0.0,0.0,,,,,,0.946,0.946,0.917,0.84,1.0,,
2023-07,C0H9C0,744,0.778,,0.778,,0.778,0.778,0.778,0.78,0.78,0.776,,0.0,0.0,,,,,,0.778,0.778,0.739,0.692,1.0,,
2023-08,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.989,,0.0,0.0,,,,,,1.0,1.0,0.968,0.935,1.0,,
2023-09,C0H9C0,720,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.985,,0.0,0.0,,,,,,1.0,1.0,0.954,0.908,1.0,,
2023-10,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.989,,0.0,0.0,,,,,,1.0,1.0,0.968,0.937,1.0,,
2023-11,C0H9C0,720,0.999,,0.999,,0.999,0.999,0.999,1.0,1.0,0.981,,0.0,0.0,,,,,,0.999,0.999,0.944,0.894,1.0,,
2023-12,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.978,,0.0,0.0,,,,,,1.0,1.0,0.94,0.894,1.0,,
2024-01,C0H9C0,744,1.0,,1.0,,1.0,0.739,0.739,1.0,1.0,0.909,,0.0,0.0,,,,,,1.0,1.0,0.808,0.684,1.0,,
2024-02,C0H9C0,696,1.0,,1.0,,1.0,0.911,0.911,1.0,1.0,0.974,,0.0,0.0,,,,,,1.0,1.0,0.937,0.886,1.0,,
2024-03,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.978,,0.0,0.0,,,,,,1.0,1.0,0.941,0.894,1.0,,
2024-04,C0H9C0,720,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.989,,0.0,0.0,,,,,,1.0,1.0,0.969,0.944,1.0,,
2024-05,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.981,,0.0,0.0,,,,,,1.0,1.0,0.948,0.899,1.0,,
2024-06,C0H9C0,720,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.989,,0.0,0.0,,,,,,1.0,1.0,0.965,0.928,1.0,,
2024-07,C0H9C0,744,0.999,,0.999,,0.999,0.999,0.999,1.0,1.0,0.976,,0.0,0.0,,,,,,0.999,0.999,0.93,0.863,1.0,,
2024-08,C0H9C0,744,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.949,,0.0,0.0,,,,,,1.0,1.0,0.888,0.812,1.0,,
2024-09,C0H9C0,720,0.997,,0.997,,0.997,0.997,0.997,1.0,1.0,0.992,,0.0,0.0,,,,,,0.997,0.997,0.975,0.953,1.0,,
2024-10,C0H9C0,744,0.978,,0.978,,0.978,0.978,0.978,1.0,1.0,0.987,,0.0,0.0,,,,,,0.978,0.978,0.96,0.926,1.0,,
2024-11,C0H9C0,720,0.947,,0.947,,0.947,0.947,0.947,0.978,0.978,0.965,,0.0,0.0,,,,,,0.947,0.947,0.947,0.926,1.0,,
2024-12,C0H9C0,744,0.968,,0.968,,0.968,0.891,0.891,0.915,0.915,0.949,,0.0,0.0,,,,,,0.968,0.968,0.874,0.785,1.0,,
2025-01,C0H9C0,744,0.938,,0.938,,0.938,0.938,0.938,1.0,1.0,0.931,,0.0,0.0,,,,,,0.938,0.938,0.832,0.727,1.0,,
2025-02,C0H9C0,672,0.93,,0.93,,0.93,0.765,0.765,0.836,0.836,0.949,,0.0,0.0,,,,,,0.93,0.93,0.884,0.818,1.0,,
2025-03,C0H9C0,744,0.95,,0.95,,0.95,0.95,0.95,0.999,0.999,0.966,,0.0,0.0,,,,,,0.95,0.95,0.917,0.849,1.0,,
2025-04,C0H9C0,720,0.962,,0.962,,0.962,0.962,0.962,0.986,0.986,0.807,,0.0,0.0,,,,,,0.962,0.962,0.774,0.724,1.0,,
2025-05,C0H9C0,744,0.974,,0.974,,0.974,0.974,0.974,0.999,0.999,0.983,,0.0,0.0,,,,,,0.974,0.974,0.95,0.902,1.0,,
2025-06,C0H9C0,720,0.978,,0.978,,0.978,0.978,0.978,1.0,1.0,0.994,,0.0,0.0,,,,,,0.978,0.978,0.983,0.967,1.0,,
2025-07,C0H9C0,744,0.973,,0.973,,0.973,0.973,0.973,1.0,1.0,0.987,,0.0,0.0,,,,,,0.973,0.973,0.96,0.923,1.0,,
2025-08,C0H9C0,744,0.968,,0.968,,0.968,0.968,0.968,1.0,1.0,0.976,,0.0,0.0,,,,,,0.968,0.968,0.927,0.852,1.0,,
2025-09,C0H9C0,720,0.982,,0.982,,0.982,0.982,0.982,1.0,1.0,0.983,,0.0,0.0,,,,,,0.982,0.982,0.95,0.9,1.0,,
2025-10,C0H9C0,744,0.977,,0.977,,0.977,0.977,0.977,1.0,1.0,0.985,,0.0,0.0,,,,,,0.977,0.977,0.956,0.911,1.0,,
2025-11,C0H9C0,720,0.979,,0.979,,0.979,0.979,0.979,1.0,1.0,0.99,,0.0,0.0,,,,,,0.979,0.979,0.971,0.942,1.0,,
2025-12,C0H9C0,744,0.946,,0.946,,0.841,0.946,0.946,0.988,0.988,0.941,,0.0,0.0,,,,,,0.841,0.841,0.858,0.767,1.0,,
2026-01,C0H9C0,744,0.906,,0.906,,0.888,0.906,0.906,0.984,0.984,0.906,,0.0,0.0,,,,,,0.888,0.888,0.802,0.69,1.0,,
2026-02,C0H9C0,672,0.957,,0.957,,0.909,0.957,0.957,1.0,1.0,0.954,,0.0,0.0,,,,,,0.909,0.909,0.874,0.787,1.0,,
2026-03,C0H9C0,744,0.95,,0.625,,0.617,0.933,0.933,0.978,0.978,0.935,,0.0,0.0,,,,,,0.617,0.617,0.872,0.792,1.0,,
2026-04,C0H9C0,720,0.972,,0.972,,0.938,0.972,0.972,1.0,1.0,0.986,,0.0,0.0,,,,,,0.938,0.938,0.958,0.918,1.0,,
2026-05,C0H9C0,744,0.796,,0.796,,0.79,0.796,0.796,0.978,0.978,0.825,,0.0,0.0,,,,,,0.79,0.79,0.797,0.767,1.0,,
2026-06,C0H9C0,720,0.854,,0.854,,0.854,0.854,0.854,1.0,1.0,0.857,,0.0,0.0,,,,,,0.854,0.854,0.814,0.76,1.0,,
2026-07,C0H9C0,744,0.968,,0.968,,0.968,0.968,0.968,0.999,0.999,0.985,,0.0,0.0,,,,,,0.968,0.968,0.958,0.922,1.0,,
2026-08,C0H9C0,744,0.977,,0.977,,0.977,0.977,0.977,1.0,1.0,0.985,,0.0,0.0,,,,,,0.977,0.977,0.956,0.911,1.0,,
2026-09,C0H9C0,1,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,,,,,,1.0,1.0,1.0,1.0,1.0,,
2023-01,466920,743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.584,1.0,0.209,0.0,1.0,0.209,0.961,1.0,1.0,0.997,0.993,1.0,1.0,0.209
2023-02,466920,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.167,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-03,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.993,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-04,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.982,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-05,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.992,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-06,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.972,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-07,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.977,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-08,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.993,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-09,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.967,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-10,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-11,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.988,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-12,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-01,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.976,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-02,466920,696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-03,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-04,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.976,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-05,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-06,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.996,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-07,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-08,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.973,1.0,1.0,0.996,0.992,1.0,1.0,0.208
2024-09,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.974,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-10,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,0.691,0.208,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-11,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-12,466920,744,0.999,0.999,0.999,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,0.999,0.208,0.964,0.999,0.999,1.0,1.0,1.0,1.0,0.208
2025-01,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.935,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-02,466920,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,0.85,0.0,0.957,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-03,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.977,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-04,466920,720,1.0,0.999,0.999,0.999,0.999,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.958,0.999,0.999,1.0,1.0,1.0,1.0,0.0
2025-05,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.973,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-06,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.947,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-07,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-08,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.972,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-09,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.976,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-10,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.973,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-11,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.0,1.0,0.0,0.724,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2025-12,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.0,0.031,1.0,0.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-01,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,0.0,1.0,1.0,0.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-02,466920,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-03,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-04,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-05,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-06,466920,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-07,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.964,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-08,466920,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-09,466920,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2023-01,466910,743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.584,1.0,0.209,0.0,1.0,0.144,0.961,1.0,1.0,0.997,0.993,1.0,1.0,0.209
2023-02,466910,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.161,0.167,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-03,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.157,0.993,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-04,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.176,0.982,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-05,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.2,0.992,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-06,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.204,0.972,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-07,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.977,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-08,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.195,0.993,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-09,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.201,0.967,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-10,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.179,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-11,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.192,0.988,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2023-12,466910,744,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,1.0,0.583,1.0,0.208,0.0,0.999,0.16,0.97,0.999,0.999,0.996,0.992,1.0,1.0,0.208
2024-01,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.171,0.976,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-02,466910,696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.174,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-03,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.169,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-04,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.192,0.976,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-05,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.185,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-06,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.193,0.996,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-07,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.207,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-08,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.202,0.973,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-09,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.193,0.974,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-10,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.19,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-11,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.164,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2024-12,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.18,0.964,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-01,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.187,0.935,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-02,466910,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.155,0.957,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-03,466910,744,1.0,0.995,0.997,0.997,0.997,0.997,0.997,0.999,0.999,0.999,1.0,0.583,1.0,0.208,0.0,0.999,0.18,0.977,0.997,0.997,0.996,0.992,1.0,1.0,0.208
2025-04,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.188,0.958,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-05,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.192,0.973,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-06,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.207,0.947,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-07,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.199,0.987,1.0,1.0,1.0,1.0,1.0,1.0,0.208
